
code,longitude,bathrooms,garage,price_by_sqm,condominio,rent,agent_number,area,agent,district,rooms,iptu,url,suites,latitude,price,title,condominium_fee,address,area_total
,-34.888104,,,,,,,51,,,,R$ 800,https://www.vivareal.com.br/imovel/flat-2-quartos-boa-viagem-bairros-recife-com-garagem-51m2-venda-RS460000-id-84182300/,,-8.106551,460000,"Flat na Rua França Pereira, 115, Boa Viagem em Recife, por R$ 460.000 - VivaReal",R$ 800,"Rua França Pereira, 115 - Boa Viagem, Recife - PE",
,-34.908107,,,,,,,120,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-120m2-venda-RS450000-id-87253849/,,-8.140953,450000,"Apartamento na Rua Sá e Souza, 1020, Boa Viagem em Recife, por R$ 450.000 - VivaReal",,"Rua Sá e Souza, 1020 - Boa Viagem, Recife - PE",
,-34.906065,,,,,,,94,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-94m2-venda-RS550000-id-83050989/,,-8.141122,550000,"Apartamento na Rua Mario Souto Maior, 108, Boa Viagem em Recife, por R$ 550.000 - VivaReal",R$ 700,"Rua Mario Souto Maior, 108 - Boa Viagem, Recife - PE",
,-34.887539,,,,,,,218,,,,R$ 6.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-218m2-venda-RS2800000-id-81192031/,,-8.105749,2800000,"Apartamento na Avenida Boa Viagem, 1662, Boa Viagem em Recife, por R$ 2.800.000 - VivaReal",R$ 1.500,"Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE",
,,,,,,,,110,,,,R$ 2.651,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-110m2-venda-RS650000-id-86499474/,,,650000,"Apartamento 110 m² em Boa Viagem em Recife, por R$ 650.000 - VivaReal",R$ 750,"Boa Viagem, Recife - PE",
,-34.901718,,,,,,,152,,,,R$ 2.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-152m2-venda-RS1000000-id-87171864/,,-8.136128,1000000,"Apartamento na Avenida Boa Viagem, 5366, Boa Viagem em Recife, por R$ 1.000.000 - VivaReal",R$ 1.300,"Avenida Boa Viagem, 5366 - Boa Viagem, Recife - PE",
,-34.901937,,,,,,,137,,,,R$ 297,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-137m2-venda-RS780000-id-83031611/,,-8.12697,780000,"Apartamento na Rua Dom José Lopes, 370, Boa Viagem em Recife, por R$ 780.000 - VivaReal",R$ 950,"Rua Dom José Lopes, 370 - Boa Viagem, Recife - PE",
,-34.898112,,,,,,,105,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-105m2-venda-RS585000-id-86171555/,,-8.109342,585000,"Apartamento na Rua Amaro Albino Pímentel, 33, Boa Viagem em Recife, por R$ 585.000 - VivaReal",R$ 680,"Rua Amaro Albino Pímentel, 33 - Boa Viagem, Recife - PE",
,-34.901362,,,,,,,360,,,,R$ 7.100,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-360m2-venda-RS1600000-id-84362988/,,-8.126944,1600000,"Apartamento na Avenida Engenheiro Domingos Ferreira, 4403, Boa Viagem em Recife, por R$ 1.600.000 - VivaReal",R$ 1.200,"Avenida Engenheiro Domingos Ferreira, 4403 - Boa Viagem, Recife - PE",
,-34.897922,,,,,,,200,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-200m2-venda-RS735000-id-83873727/,,-8.116756,735000,"Apartamento na Rua Félix de Brito e Melo, 605, Boa Viagem em Recife, por R$ 735.000 - VivaReal",,"Rua Félix de Brito e Melo, 605 - Boa Viagem, Recife - PE",
,-34.902257,,,,,,,125,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-125m2-venda-RS950000-id-83799611/,,-8.114485,950000,"Apartamento na Rua Pedro Paes Mendonça, 200, Boa Viagem em Recife, por R$ 950.000 - VivaReal",R$ 620,"Rua Pedro Paes Mendonça, 200 - Boa Viagem, Recife - PE",
,-34.908399,,,,,,,83,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-83m2-venda-RS350000-id-86696635/,,-8.124025,350000,"Apartamento na Rua Amália Bernardino de Souza, 210, Boa Viagem em Recife, por R$ 350.000 - VivaReal",,"Rua Amália Bernardino de Souza, 210 - Boa Viagem, Recife - PE",
,-34.903517,,,,,,,120,,,,R$ 240,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-120m2-venda-RS420000-id-81531940/,,-8.138532,420000,"Apartamento na Rua Setúbal, 860, Boa Viagem em Recife, por R$ 420.000 - VivaReal",R$ 570,"Rua Setúbal, 860 - Boa Viagem, Recife - PE",
,,,,,,,,61,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-61m2-venda-RS330000-id-84637895/,,,330000,"Apartamento 61 m² em Boa Viagem em Recife, por R$ 330.000 - VivaReal",R$ 600,"Boa Viagem, Recife - PE",
,-34.883707,,,,,,,55,,,,R$ 150,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-55m2-venda-RS550000-id-85069075/,,-8.091572,550000,"Apartamento na Avenida Conselheiro Aguiar, 130, Boa Viagem em Recife, por R$ 550.000 - VivaReal",R$ 800,"Avenida Conselheiro Aguiar, 130 - Boa Viagem, Recife - PE",
,-34.89797,,,,,,,189,,,,R$ 2.600,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-189m2-venda-RS900000-id-85983664/,,-8.125213,900000,"Apartamento na Rua dos Navegantes, 780, Boa Viagem em Recife, por R$ 900.000 - VivaReal",R$ 1.200,"Rua dos Navegantes, 780 - Boa Viagem, Recife - PE",
,-34.902763,,,,,,,56,,,,,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-56m2-venda-RS380000-id-87649802/,,-8.11207,380000,"Apartamento na Rua Antônio Falcão, 1013, Boa Viagem em Recife, por R$ 380.000 - VivaReal",,"Rua Antônio Falcão, 1013 - Boa Viagem, Recife - PE",
,-34.8991,,,,,,,108,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-108m2-venda-RS900000-id-83635779/,,-8.118659,900000,"Apartamento na Rua Francisco da Cunha, 1640, Boa Viagem em Recife, por R$ 900.000 - VivaReal",,"Rua Francisco da Cunha, 1640 - Boa Viagem, Recife - PE",
,-34.91245,,,,,,,278,,,,,https://www.vivareal.com.br/imovel/casa-4-quartos-boa-viagem-bairros-recife-com-garagem-278m2-venda-RS2000000-id-84514681/,,-8.138086,2000000,"Casa na Rua Waldemar Nery Carneiro Monteiro, 500, Boa Viagem em Recife, por R$ 2.000.000 - VivaReal",,"Rua Waldemar Nery Carneiro Monteiro, 500 - Boa Viagem, Recife - PE",
,-34.905771,,,,,,,154,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-154m2-venda-RS695000-id-83694236/,,-8.138357,695000,"Apartamento na Rua Cônego Romeu, 161, Boa Viagem em Recife, por R$ 695.000 - VivaReal",R$ 850,"Rua Cônego Romeu, 161 - Boa Viagem, Recife - PE",
,-34.893944,,,,,,,152,,,,R$ 245,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-152m2-venda-RS850000-id-84985593/,,-8.118004,850000,"Apartamento na Avenida Boa Viagem, 3232, Boa Viagem em Recife, por R$ 850.000 - VivaReal",R$ 1.050,"Avenida Boa Viagem, 3232 - Boa Viagem, Recife - PE",
,-34.893306,,,,,,,81,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-81m2-venda-RS580000-id-84155686/,,-8.116905,580000,"Apartamento na Rua Antônio Falcão, 18, Boa Viagem em Recife, por R$ 580.000 - VivaReal",R$ 1,"Rua Antônio Falcão, 18 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,137,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-137m2-venda-RS1012000-id-84175884/,,-8.107489,1012000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 1.012.000 - VivaReal",,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.898476,,,,,,,100,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-100m2-venda-RS520000-id-86161150/,,-8.112932,520000,"Apartamento na Rua Maria Carolina, 586, Boa Viagem em Recife, por R$ 520.000 - VivaReal",R$ 760,"Rua Maria Carolina, 586 - Boa Viagem, Recife - PE",
,-34.894682,,,,,,,121,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-121m2-venda-RS900000-id-82915633/,,-8.117113,900000,"Apartamento na Rua Mamanguape, 48, Boa Viagem em Recife, por R$ 900.000 - VivaReal",,"Rua Mamanguape, 48 - Boa Viagem, Recife - PE",
,-34.90174,,,,,,,40,,,,,https://www.vivareal.com.br/imovel/sala-comercial-boa-viagem-bairros-recife-com-garagem-40m2-venda-RS290000-id-86376640/,,-8.122498,290000,"Sala Comercial na Avenida Fernando Simões Barbosa, 558, Boa Viagem em Recife, por R$ 290.000 - VivaReal",R$ 355,"Avenida Fernando Simões Barbosa, 558 - Boa Viagem, Recife - PE",
,-34.899368,,,,,,,185,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-185m2-venda-RS1248445-id-85072976/,,-8.116815,1248445,"Apartamento na Rua Professor Júlio Ferreira de Melo, 510, Boa Viagem em Recife, por R$ 1.248.445 - VivaReal",,"Rua Professor Júlio Ferreira de Melo, 510 - Boa Viagem, Recife - PE",
,-34.900023,,,,,,,187,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-187m2-venda-RS1250000-id-85958085/,,-8.130983,1250000,"Apartamento na Rua dos Navegantes, 100, Boa Viagem em Recife, por R$ 1.250.000 - VivaReal",R$ 1.200,"Rua dos Navegantes, 100 - Boa Viagem, Recife - PE",
,-34.901273,,,,,,,45,,,,,https://www.vivareal.com.br/imovel/flat-1-quartos-boa-viagem-bairros-recife-com-garagem-45m2-venda-RS295000-id-85210307/,,-8.122704,295000,"Flat na Rua Professor João Medeiros, 680, Boa Viagem em Recife, por R$ 295.000 - VivaReal",R$ 650,"Rua Professor João Medeiros, 680 - Boa Viagem, Recife - PE",
,,,,,,,,457,,,,R$ 12.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-457m2-venda-RS3900000-id-84556840/,,,3900000,"Apartamento 457 m² em Boa Viagem em Recife, por R$ 3.900.000 - VivaReal",R$ 4.000,"Boa Viagem, Recife - PE",
,-34.88846,,,,,,,40,,,,,https://www.vivareal.com.br/imovel/flat-2-quartos-boa-viagem-bairros-recife-com-garagem-40m2-venda-RS392000-id-86573236/,,-8.107469,392000,"Flat na Avenida Boa Viagem, 1906, Boa Viagem em Recife, por R$ 392.000 - VivaReal",,"Avenida Boa Viagem, 1906 - Boa Viagem, Recife - PE",
,-34.906314,,,,,,,150,,,,R$ 750,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-150m2-venda-RS1000000-id-86511129/,,-8.141113,1000000,"Apartamento na Rua Professor Augusto Lins e Silva, Boa Viagem em Recife, por R$ 1.000.000 - VivaReal",R$ 1.150,"Rua Professor Augusto Lins e Silva - Boa Viagem, Recife - PE",
,-34.907601,,,,,,,142,,,,R$ 3.500,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-142m2-venda-RS875000-id-85251937/,,-8.143803,875000,"Apartamento na Rua Baltazar Passos, 310, Boa Viagem em Recife, por R$ 875.000 - VivaReal",R$ 800,"Rua Baltazar Passos, 310 - Boa Viagem, Recife - PE",
,-34.907601,,,,,,,142,,,,R$ 3.500,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-142m2-venda-RS882000-id-85251952/,,-8.143803,882000,"Apartamento na Rua Baltazar Passos, 310, Boa Viagem em Recife, por R$ 882.000 - VivaReal",R$ 800,"Rua Baltazar Passos, 310 - Boa Viagem, Recife - PE",
,-34.893136,,,,,,,89,,,,R$ 2.500,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-89m2-venda-RS550000-id-84513668/,,-8.109504,550000,"Apartamento na Rua Aristídes Muniz, 121, Boa Viagem em Recife, por R$ 550.000 - VivaReal",R$ 550,"Rua Aristídes Muniz, 121 - Boa Viagem, Recife - PE",
,-34.898124,,,,,,,119,,,,R$ 334,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-119m2-venda-RS580000-id-88192587/,,-8.113366,580000,"Apartamento na Rua Maria Carolina, 553, Boa Viagem em Recife, por R$ 580.000 - VivaReal",R$ 860,"Rua Maria Carolina, 553 - Boa Viagem, Recife - PE",
,-34.897945,,,,,,,96,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-96m2-venda-RS750000-id-84189354/,,-8.117081,750000,"Apartamento na Rua Francisco da Cunha, 1406, Boa Viagem em Recife, por R$ 750.000 - VivaReal",R$ 750,"Rua Francisco da Cunha, 1406 - Boa Viagem, Recife - PE",
,-34.896921,,,,,,,136,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS847000-id-86978965/,,-8.109005,847000,"Apartamento na Rua Luís de Farias Barbosa, 36, Boa Viagem em Recife, por R$ 847.000 - VivaReal",R$ 1,"Rua Luís de Farias Barbosa, 36 - Boa Viagem, Recife - PE",
,-34.896921,,,,,,,136,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS889000-id-86978944/,,-8.109005,889000,"Apartamento na Rua Luís de Farias Barbosa, 36, Boa Viagem em Recife, por R$ 889.000 - VivaReal",R$ 1,"Rua Luís de Farias Barbosa, 36 - Boa Viagem, Recife - PE",
,-34.896921,,,,,,,136,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS844990-id-86978995/,,-8.109005,844990,"Apartamento na Rua Luís de Farias Barbosa, 36, Boa Viagem em Recife, por R$ 844.990 - VivaReal",R$ 1,"Rua Luís de Farias Barbosa, 36 - Boa Viagem, Recife - PE",
,-34.891516,,,,,,,152,,,,R$ 5.500,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-152m2-venda-RS1550000-id-82477087/,,-8.11282,1550000,"Apartamento na Rua dos Navegantes, 2347, Boa Viagem em Recife, por R$ 1.550.000 - VivaReal",R$ 1.350,"Rua dos Navegantes, 2347 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 1.800,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS900000-id-84603525/,,-8.107489,900000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 900.000 - VivaReal",R$ 750,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.897323,,,,,,,169,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-169m2-venda-RS1300000-id-83661306/,,-8.114823,1300000,"Apartamento na Rua Antônio Falcão, s, Boa Viagem em Recife, por R$ 1.300.000 - VivaReal",,"Rua Antônio Falcão, s - Boa Viagem, Recife - PE",
,-34.903972,,,,,,,200,,,,R$ 1.500,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-200m2-venda-RS680000-id-87185526/,,-8.140391,680000,"Apartamento na Rua Setúbal, 964, Boa Viagem em Recife, por R$ 680.000 - VivaReal",R$ 950,"Rua Setúbal, 964 - Boa Viagem, Recife - PE",
,-34.893405,,,,,,,137,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-137m2-venda-RS820000-id-86776619/,,-8.108414,820000,"Apartamento na Rua Aviador Severiano Lins, Boa Viagem em Recife, por R$ 820.000 - VivaReal",,"Rua Aviador Severiano Lins - Boa Viagem, Recife - PE",
,-34.899553,,,,,,,185,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-185m2-venda-RS1267971-id-86613168/,,-8.117201,1267971,"Apartamento na Rua Professor Júlio Ferreira de Melo, 562, Boa Viagem em Recife, por R$ 1.267.971 - VivaReal",,"Rua Professor Júlio Ferreira de Melo, 562 - Boa Viagem, Recife - PE",
,-34.896698,,,,,,,234,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-234m2-venda-RS1690000-id-86187611/,,-8.121742,1690000,"Apartamento na Rua dos Navegantes, 1203, Boa Viagem em Recife, por R$ 1.690.000 - VivaReal",R$ 1.500,"Rua dos Navegantes, 1203 - Boa Viagem, Recife - PE",
,-34.896587,,,,,,,117,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-117m2-venda-RS630000-id-83019224/,,-8.114926,630000,"Apartamento na Rua Francisco da Cunha, Boa Viagem em Recife, por R$ 630.000 - VivaReal",R$ 650,"Rua Francisco da Cunha - Boa Viagem, Recife - PE",
,-34.902671,,,,,,,60,,,,,https://www.vivareal.com.br/imovel/flat-2-quartos-boa-viagem-bairros-recife-com-garagem-60m2-venda-RS328000-id-78187723/,,-8.118068,328000,"Flat na Rua Antônio Lumack do Monte, 203, Boa Viagem em Recife, por R$ 328.000 - VivaReal",,"Rua Antônio Lumack do Monte, 203 - Boa Viagem, Recife - PE",
,-34.895606,,,,,,,130,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-130m2-venda-RS650000-id-84502221/,,-8.119763,650000,"Apartamento na Rua dos Navegantes, Boa Viagem em Recife, por R$ 650.000 - VivaReal",,"Rua dos Navegantes - Boa Viagem, Recife - PE",
,-34.905945,,,,,,,190,,,,,https://www.vivareal.com.br/imovel/edificio-residencial-3-quartos-boa-viagem-bairros-recife-com-garagem-190m2-venda-RS700000-id-88010190/,,-8.14556,700000,"Edifício Residencial na Avenida Boa Viagem, 6500, Boa Viagem em Recife, por R$ 700.000 - VivaReal",,"Avenida Boa Viagem, 6500 - Boa Viagem, Recife - PE",
,-34.902752,,,,,,,47,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-boa-viagem-bairros-recife-com-garagem-47m2-venda-RS280000-id-86964164/,,-8.125343,280000,"Apartamento na Avenida Hélio Falcão, 445, Boa Viagem em Recife, por R$ 280.000 - VivaReal",R$ 1,"Avenida Hélio Falcão, 445 - Boa Viagem, Recife - PE",
,-34.906581,,,,,,,110,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-110m2-venda-RS765000-id-84362693/,,-8.146475,765000,"Apartamento na Rua Padre Leandro Camelo, 67, Boa Viagem em Recife, por R$ 765.000 - VivaReal",,"Rua Padre Leandro Camelo, 67 - Boa Viagem, Recife - PE",
,-34.907601,,,,,,,142,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-142m2-venda-RS880000-id-85185327/,,-8.143803,880000,"Apartamento na Rua Baltazar Passos, 310, Boa Viagem em Recife, por R$ 880.000 - VivaReal",R$ 1,"Rua Baltazar Passos, 310 - Boa Viagem, Recife - PE",
,-34.897193,,,,,,,105,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-105m2-venda-RS659000-id-84282724/,,-8.108308,659000,"Apartamento na Rua Amaro Albino Pímentel, 17, Boa Viagem em Recife, por R$ 659.000 - VivaReal",R$ 1,"Rua Amaro Albino Pímentel, 17 - Boa Viagem, Recife - PE",
,-34.891219,,,,,,,172,,,,R$ 600,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-172m2-venda-RS1900000-id-87403169/,,-8.113703,1900000,"Apartamento na Avenida Boa Viagem, 2654, Boa Viagem em Recife, por R$ 1.900.000 - VivaReal",R$ 1.500,"Avenida Boa Viagem, 2654 - Boa Viagem, Recife - PE",
,-34.883025,,,,,,,38,,,,R$ 91,https://www.vivareal.com.br/imovel/flat-1-quartos-boa-viagem-bairros-recife-com-garagem-38m2-venda-RS320000-id-87162541/,,-8.094738,320000,"Flat na Avenida Boa Viagem, 344, Boa Viagem em Recife, por R$ 320.000 - VivaReal",R$ 802,"Avenida Boa Viagem, 344 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,137,,,,R$ 2.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-137m2-venda-RS900000-id-84087016/,,-8.107489,900000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 900.000 - VivaReal",R$ 700,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.896076,,,,,,,350,,,,,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-350m2-venda-RS990000-id-84745394/,,-8.122141,990000,"Apartamento na Avenida Boa Viagem, Boa Viagem em Recife, por R$ 990.000 - VivaReal",,"Avenida Boa Viagem - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 2.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS902000-id-84125958/,,-8.107489,902000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 902.000 - VivaReal",R$ 700,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 2.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS905000-id-84125961/,,-8.107489,905000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 905.000 - VivaReal",R$ 700,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 2.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS910000-id-84125959/,,-8.107489,910000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 910.000 - VivaReal",R$ 700,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.901298,,,,,,,92,,,,R$ 1.800,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-92m2-venda-RS635000-id-83686912/,,-8.121374,635000,"Apartamento na Rua Bruno Veloso, Boa Viagem em Recife, por R$ 635.000 - VivaReal",R$ 900,"Rua Bruno Veloso - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 2.500,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS900250-id-85375499/,,-8.107489,900250,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 900.250 - VivaReal",R$ 750,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.893289,,,,,,,81,,,,R$ 1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-81m2-venda-RS560000-id-83977718/,,-8.116914,560000,"Apartamento na Rua Antônio Falcão, 15, Boa Viagem em Recife, por R$ 560.000 - VivaReal",R$ 1,"Rua Antônio Falcão, 15 - Boa Viagem, Recife - PE",
,-34.903354,,,,,,,141,,,,R$ 4.930,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-141m2-venda-RS1050000-id-83086993/,,-8.110525,1050000,"Apartamento na Avenida General Mac Arthur, 303, Boa Viagem em Recife, por R$ 1.050.000 - VivaReal",R$ 1.213,"Avenida General Mac Arthur, 303 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 3.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS890000-id-86515313/,,-8.107489,890000,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 890.000 - VivaReal",R$ 900,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 3.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS899950-id-86515351/,,-8.107489,899950,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 899.950 - VivaReal",R$ 900,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.893042,,,,,,,138,,,,R$ 3.000,https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-138m2-venda-RS903450-id-86515373/,,-8.107489,903450,"Apartamento na Rua Aviador Severiano Lins, 140, Boa Viagem em Recife, por R$ 903.450 - VivaReal",R$ 900,"Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",
,-34.902766,,,,,,,100,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-100m2-venda-RS420000-id-84079019/,,-8.136907,420000,"Apartamento na Rua Setúbal, 682, Boa Viagem em Recife, por R$ 420.000 - VivaReal",,"Rua Setúbal, 682 - Boa Viagem, Recife - PE",
,-34.905317,,,,,,,92,,,,R$ 2.000,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-92m2-venda-RS490000-id-84512927/,,-8.139021,490000,"Apartamento na Rua Professor Augusto Lins e Silva, 383, Boa Viagem em Recife, por R$ 490.000 - VivaReal",R$ 590,"Rua Professor Augusto Lins e Silva, 383 - Boa Viagem, Recife - PE",
,,,,,,,,130,,,,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-130m2-venda-RS1150000-id-85668622/,,,1150000,"Apartamento 130 m² em Boa Viagem em Recife, por R$ 1.150.000 - VivaReal",R$ 950,"Boa Viagem, Recife - PE",
,-34.907898,,,,,,,56,,,,,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-56m2-venda-RS180000-id-83195706/,,-8.132298,180000,"Apartamento na Rua Barão de Souza Leão, Boa Viagem em Recife, por R$ 180.000 - VivaReal",,"Rua Barão de Souza Leão - Boa Viagem, Recife - PE",
